index,Date,Location,Confirmed Cases (Cumulative),Confirmed Cases: Daily Change,Active Cases (As of Date),Recovered Cases (Cumulative),In Hospital (As of Date),In Hospital: Daily Change,In Intensive Care (As of Date),In Intensive Care: Daily Change,Deaths (Cumulative),Deaths: Daily Change,Test Count: Edmonton,Test Count: Alberta,Test Percentage,Test Positivity Rate,Hospitalization Rate,Rate of Cases: Edmonton
256,2020/11/19,Edmonton Zone,16801,499,4520,12092,163,16,36,-2,189,7,6188,17687,35,8.35,10.4,1181.7
257,2020/11/20,Edmonton Zone,17519,718,4941,12385,164,1,35,-1,193,4,8675,19270,45,8.13,10.3,1232.2
258,2020/11/21,Edmonton Zone,18355,836,5479,12683,163,-1,37,2,193,0,7989,19477,41,10.41,10.9,1291
259,2020/11/22,Edmonton Zone,19151,796,5991,12966,163,0,39,2,194,1,7399,19474,38,10.64,10.9,1347
260,2020/11/23,Edmonton Zone,19692,541,6128,13356,169,6,39,0,208,14,4971,13576,37,10.22,12.2,1385.1
261,2020/11/24,Edmonton Zone,20252,560,6268,13769,175,6,40,1,215,7,6209,15644,40,8.89,13.3,1427.3
262,2020/11/25,Edmonton Zone,20711,459,6444,14046,191,16,47,7,221,6,5911,15932,37,7.56,14.2,1459.7
263,2020/11/26,Edmonton Zone,21351,640,6614,14512,199,8,51,4,225,4,7087,16284,44,9.03,14.7,1504.8
264,2020/11/27,Edmonton Zone,22163,812,6968,14967,208,9,51,0,228,3,8795,21657,41,9.11,16,1562
265,2020/11/28,Edmonton Zone,22828,665,7230,15364,222,14,50,-1,234,6,8125,23282,35,8.15,16.7,1608.9
266,2020/11/29,Edmonton Zone,23433,605,7388,15808,232,10,53,3,237,3,5895,20499,29,10.16,18.2,1651.5
267,2020/11/30,Edmonton Zone,24093,660,7552,16297,245,13,51,-2,244,7,6304,15816,40,10.42,19.3,1698
268,2020/12/01,Edmonton Zone,24895,802,7857,16790,261,16,55,4,248,4,7652,18432,42,10.47,20.3,1754.6
269,2020/12/02,Edmonton Zone,25898,1003,8331,17309,269,8,61,6,258,10,8233,19622,42,11.94,19.8,1825.2
270,2020/12/03,Edmonton Zone,26725,827,8578,17877,282,13,63,2,270,12,6079,17186,35,13.51,21.6,1883.5
271,2020/12/04,Edmonton Zone,27543,818,8777,18492,299,17,62,-1,274,4,7849,21069,37,10.24,22.6,1941.2
272,2020/12/05,Edmonton Zone,28296,753,8963,19046,336,37,59,-3,287,13,8458,23435,36,8.99,24,1994.2
273,2020/12/06,Edmonton Zone,29110,814,9190,19621,335,-1,63,4,299,12,9133,20358,45,8.91,24.6,2051.6
274,2020/12/07,Edmonton Zone,29901,791,9383,20214,357,22,66,3,304,5,7341,19109,38,10.84,24.4,2107.4
275,2020/12/08,Edmonton Zone,30607,706,9289,21008,375,18,71,5,310,6,6671,16792,40,10.52,24.8,2107.4
276,2020/12/09,Edmonton Zone,31550,943,9464,21770,371,-4,72,1,316,6,7837,16793,47,11.89,26.4,2223.6
277,2020/12/10,Edmonton Zone,32466,916,9570,22569,378,7,73,1,327,11,9231,20957,44,9.9,26.2,2288.1
278,2020/12/11,Edmonton Zone,33213,747,9548,23329,379,1,83,10,336,9,8418,20227,42,8.68,25.9,2340.8
279,2020/12/12,Edmonton Zone,34014,801,9778,23884,388,9,87,4,352,16,8892,21725,41,9.01,24.9,2397.2
280,2020/12/13,Edmonton Zone,35011,997,10194,24458,403,15,87,0,359,7,10295,20416,50,9.65,25.2,2467.5
281,2020/12/14,Edmonton Zone,35603,592,9946,25288,419,16,90,3,369,10,5827,16353,36,9.87,24.8,2509.2
282,2020/12/15,Edmonton Zone,36165,562,9715,26071,418,-1,87,-3,379,10,6812,17569,39,8.15,23.8,2548.8
283,2020/12/16,Edmonton Zone,36925,760,9525,27004,420,2,83,-4,396,17,8538,19852,43,8.88,24,2602.4
284,2020/12/17,Edmonton Zone,37575,650,9376,27794,415,-5,83,0,405,9,7883,19538,40,8.11,23.8,2648.2
285,2020/12/18,Edmonton Zone,38141,566,9174,28544,432,17,89,6,423,18,7091,18502,38,7.91,23.9,2688.1
286,2020/12/19,Edmonton Zone,38724,583,9154,29142,428,-4,87,-2,428,5,6879,17956,38,8.4,24.6,2729.2
287,2020/12/20,Edmonton Zone,39249,525,9147,29666,456,28,87,0,436,8,7464,18306,41,7.03,25.3,2766.2
288,2020/12/21,Edmonton Zone,39690,441,8644,30606,466,10,87,0,440,4,6153,14199,43,7.02,25.7,2766.2
289,2020/12/22,Edmonton Zone,40354,664,8427,31475,475,9,83,-4,452,12,8547,19222,44,7.18,26.9,2844.1
290,2020/12/23,Edmonton Zone,40874,520,,,,,,,,,7143,15585,46,7.42,26.2,
291,2020/12/24,Edmonton Zone,41443,569,,,,,,,,,8510,17845,48,6.71,26.2,
292,2020/12/25,Edmonton Zone,41813,370,,,,,,,,,5745,14193,40,6.28,26.3,
293,2020/12/26,Edmonton Zone,41983,170,,,,,,,,,2709,6866,39,5.94,25.4,
294,2020/12/27,Edmonton Zone,42328,345,7127,34672,490,,81,,529,,3254,9633,34,10.63,24,2983.2
295,2020/12/28,Edmonton Zone,42684,356,6701,35439,499,9,85,4,544,15,3910,11006,36,7.95,23.8,3008.3
296,2020/12/29,Edmonton Zone,43341,657,6624,36165,515,16,83,-2,552,8,6449,14741,44,10.03,22.7,3054.6
297,2020/12/30,Edmonton Zone,43888,547,,,,,,,,,7692,16867,46,6.64,22.8,
298,2020/12/31,Edmonton Zone,44468,580,,,,,,,,,7040,16347,43,7.86,21.9,
299,2021/01/01,Edmonton Zone,44800,332,,,,,,,,,4864,12719,38,6.74,20.6,
300,2021/01/02,Edmonton Zone,44975,175,,,,,,,,,2921,8112,36,5.44,19.8,
301,2021/01/03,Edmonton Zone,45312,337,5983,38722,488,,69,,607,,3365,11963,28,9.36,18.9,3054.6
302,2021/01/04,Edmonton Zone,45652,340,5794,39241,495,7,68,-1,617,10,3570,10301,35,9.22,17.7,3193.5
303,2021/01/05,Edmonton Zone,46073,421,5673,39767,479,-16,64,-4,633,16,6650,16127,41,6.24,17.3,3247.1
304,2021/01/06,Edmonton Zone,46386,313,5465,40275,455,-24,64,0,646,13,5042,14833,34,5.89,15.2,3269.2
305,2021/01/07,Edmonton Zone,46793,407,5483,40652,441,-14,61,-3,658,12,6703,16765,40,5.71,14.2,3297.9
306,2021/01/08,Edmonton Zone,47107,314,5696,40737,440,-1,62,1,674,16,4692,13540,35,5.63,14.6,3320
307,2021/01/09,Edmonton Zone,47349,242,5543,41126,423,-17,57,-5,680,6,3765,12302,31,5.84,14.1,3337.1
308,2021/01/10,Edmonton Zone,47543,194,5441,41411,437,14,60,3,691,11,2863,9838,29,6.11,14.8,3350.7
309,2021/01/11,Edmonton Zone,47798,255,5042,42042,436,-1,61,1,714,23,2841,9336,30,7.85,14.9,3368.7
310,2021/01/12,Edmonton Zone,48100,302,4828,42549,428,-8,66,5,723,9,6151,15880,39,4.45,14.6,3390
311,2021/01/13,Edmonton Zone,48413,313,4570,43108,409,-19,60,-6,735,12,6319,16219,39,4.3,13.8,3412.1
312,2021/01/14,Edmonton Zone,48647,234,4355,43552,399,-10,54,-6,740,5,5099,13575,38,4.06,13.6,3428.5
313,2021/01/15,Edmonton Zone,48875,228,4510,43618,379,-20,54,0,747,7,4574,12439,37,4.72,12.6,3444.6
314,2021/01/16,Edmonton Zone,49130,255,4303,44072,363,-16,51,-3,755,8,3534,11484,31,6.68,12.8,3462.6
315,2021/01/17,Edmonton Zone,49307,177,4237,44310,366,3,47,-4,760,5,2468,8592,29,6.69,11,3475.1
316,2021/01/18,Edmonton Zone,49411,104,3875,44774,365,-1,47,0,762,2,2415,8258,29,4.35,10.7,3482.4
317,2021/01/19,Edmonton Zone,49664,253,3679,45213,363,-2,46,-1,772,10,6629,14888,45,3.76,10.1,3500.2
318,2021/01/20,Edmonton Zone,49894,230,3561,45550,348,-15,44,-2,783,11,5365,14060,38,4.29,10.6,3516.4
319,2021/01/21,Edmonton Zone,50088,194,3511,45789,325,-23,42,-2,788,5,5212,13019,40,3.74,9.9,3530.1
320,2021/01/22,Edmonton Zone,50264,176,3407,46065,314,-11,43,1,792,4,3589,10894,33,4.79,9,3542.5
321,2021/01/23,Edmonton Zone,50402,138,3299,46295,279,-35,39,-4,808,16,2861,10237,28,4.72,7.7,3552.2
322,2021/01/24,Edmonton Zone,50737,335,3245,46665,274,-5,38,-1,825,17,2013,7186,28,5.51,7.3,3575.8
323,2021/01/25,Edmonton Zone,50856,119,3027,46997,272,-2,37,-1,832,7,2647,8312,32,4.46,6.4,3584.2
324,2021/01/26,Edmonton Zone,50990,134,2862,47292,258,-14,36,-1,836,4,4910,12856,38,2.81,6,3536
325,2021/01/27,Edmonton Zone,51111,121,2764,47508,255,-3,42,6,839,3,4160,12324,34,3.17,5.9,3544.4
326,2021/01/28,Edmonton Zone,51266,155,2662,47756,246,-9,38,-4,848,9,4725,11591,41,3.24,6,3555.2
327,2021/01/29,Edmonton Zone,51356,90,2529,47972,236,-10,36,-2,855,7,3223,10377,31,2.82,5.3,3561.4
328,2021/01/30,Edmonton Zone,51464,108,2475,48131,228,-8,37,1,858,3,2528,8946,28,4.19,5.3,3568.9
329,2021/01/31,Edmonton Zone,51570,106,2439,48269,225,-3,38,1,862,4,2044,7294,28,5.38,5.3,3576.3
330,2021/02/01,Edmonton Zone,51643,73,2280,48498,225,0,36,-2,865,3,2480,7899,31,3.15,4.8,3581.3
331,2021/02/02,Edmonton Zone,51706,63,2147,48689,223,-2,35,-1,870,5,2592,6837,38,2.28,4.3,3585.7
332,2021/02/03,Edmonton Zone,51887,181,2117,48895,215,-8,32,-3,875,5,4755,11512,41,2.54,3.7,3598.2
333,2021/02/04,Edmonton Zone,51992,105,2041,49072,194,-21,30,-2,879,4,3703,9989,37,2.38,3.3,3605.5
334,2021/02/05,Edmonton Zone,52066,74,1940,49241,182,-12,28,-2,885,6,2617,10033,26,3.06,3.5,3610.7
335,2021/02/06,Edmonton Zone,52139,73,1889,49362,169,-13,25,-3,888,3,2015,8241,24,3.47,3.2,3615.7
336,2021/02/07,Edmonton Zone,52211,72,1870,49451,161,-8,23,-2,890,2,1734,6184,28,4.04,2.6,3620.7
337,2021/02/08,Edmonton Zone,52271,60,1748,49631,159,-2,23,0,892,2,2024,7003,29,2.72,2.5,3624.9
338,2021/02/09,Edmonton Zone,52377,106,1705,49778,149,-10,22,-1,894,2,4121,10873,38,2.33,2.2,3632.2
339,2021/02/10,Edmonton Zone,52471,94,1616,49954,138,-11,21,-1,901,7,3646,9968,37,1.84,2,3638.7
340,2021/02/11,Edmonton Zone,52534,63,1567,50055,122,-16,21,0,912,11,2717,8410,32,2.25,1.9,3643.1
341,2021/02/12,Edmonton Zone,52623,89,1519,50186,124,2,23,2,918,6,2249,8070,28,3.02,2,3649.3
342,2021/02/13,Edmonton Zone,52669,46,1453,50294,118,-6,18,-5,922,4,2260,7972,28,1.73,2.1,3652.5
343,2021/02/14,Edmonton Zone,52709,40,1435,50352,118,0,19,1,922,0,1414,5389,26,2.9,2.5,3655.2
344,2021/02/15,Edmonton Zone,52767,58,1333,50507,121,3,19,0,927,5,1346,5216,26,3.34,2.4,3659.3
345,2021/02/16,Edmonton Zone,52847,80,1270,50647,122,1,21,2,930,3,2653,7476,35,3.02,2.6,3664.8
346,2021/02/17,Edmonton Zone,52966,119,1287,50746,116,-6,16,-5,933,3,3568,10275,35,2.49,3,3664.8
347,2021/02/18,Edmonton Zone,53044,78,1260,50846,112,-4,17,1,938,5,3334,9376,36,2.1,3,3678.5
348,2021/02/19,Edmonton Zone,53090,46,1192,50959,106,-6,15,-2,939,1,2361,8380,28,2.03,2.9,3681.7
349,2021/02/20,Edmonton Zone,53139,49,1115,51082,98,-8,16,1,942,3,1924,7541,26,2.6,2.9,3685.1
